,Date,CULEX PIPIENS,CULEX RESTUANS,Latitude,Longitude,SprayPowerDay0,SprayPowerDay1,SprayPowerDay2,SprayPowerDay3,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,SunshineHours,Depth,SeaLevel,AvgSpeed
0,2007-05-29 00:00:00+00:00,1,1,41.95469,-87.800991,0.0,0.0,0.0,0,2,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
1,2007-05-29 00:00:00+00:00,0,1,41.994991,-87.769279,0.0,0.0,0.0,0,1,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
2,2007-05-29 00:00:00+00:00,1,1,41.974089,-87.824812,0.0,0.0,0.0,0,5,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
3,2007-05-29 00:00:00+00:00,0,1,41.9216,-87.666455,0.0,0.0,0.0,0,2,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
4,2007-05-29 00:00:00+00:00,0,1,41.891118,-87.65449100000001,0.0,0.0,0.0,0,1,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
5,2007-05-29 00:00:00+00:00,1,1,41.867108,-87.654224,0.0,0.0,0.0,0,3,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
6,2007-05-29 00:00:00+00:00,0,1,41.896282,-87.655232,0.0,0.0,0.0,0,1,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
7,2007-05-29 00:00:00+00:00,1,1,41.919343,-87.694259,0.0,0.0,0.0,0,1,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
8,2007-05-29 00:00:00+00:00,1,1,41.921965,-87.632085,0.0,0.0,0.0,0,5,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
9,2007-05-29 00:00:00+00:00,1,1,41.688324,-87.676709,0.0,0.0,0.0,0,2,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
10,2007-05-29 00:00:00+00:00,0,1,41.862292,-87.64886,0.0,0.0,0.0,0,1,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
11,2007-05-29 00:00:00+00:00,0,1,41.720848,-87.666014,0.0,0.0,0.0,0,3,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
12,2007-05-29 00:00:00+00:00,1,1,41.731922,-87.677512,0.0,0.0,0.0,0,6,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
13,2007-05-29 00:00:00+00:00,1,1,41.891126,-87.61156,0.0,0.0,0.0,0,3,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
14,2007-05-29 00:00:00+00:00,1,1,41.999128999999996,-87.795585,0.0,0.0,0.0,0,1,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
15,2007-05-29 00:00:00+00:00,1,1,42.01743,-87.68776899999999,0.0,0.0,0.0,0,1,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
16,2007-05-29 00:00:00+00:00,0,1,41.907645,-87.760886,0.0,0.0,0.0,0,1,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
17,2007-05-29 00:00:00+00:00,0,1,41.732984,-87.649642,0.0,0.0,0.0,0,1,0,88.0,62.5,75.5,10.0,58.5,65.5,0.0,10.5,15.100000000000001,0.0,30.1,6.95
18,2007-06-05 00:00:00+00:00,1,1,41.95469,-87.800991,0.0,0.0,0.0,0,9,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
19,2007-06-05 00:00:00+00:00,0,1,41.981964000000005,-87.812827,0.0,0.0,0.0,0,2,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
20,2007-06-05 00:00:00+00:00,0,1,41.944869,-87.832763,0.0,0.0,0.0,0,1,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
21,2007-06-05 00:00:00+00:00,1,1,41.974089,-87.824812,0.0,0.0,0.0,0,3,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
22,2007-06-05 00:00:00+00:00,0,1,42.011601,-87.81150600000001,0.0,0.0,0.0,0,1,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
23,2007-06-05 00:00:00+00:00,0,1,41.94983,-87.69845699999999,0.0,0.0,0.0,0,1,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
24,2007-06-05 00:00:00+00:00,0,1,41.979243,-87.750938,0.0,0.0,0.0,0,1,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
25,2007-06-05 00:00:00+00:00,0,1,41.986921,-87.689778,0.0,0.0,0.0,0,2,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
26,2007-06-05 00:00:00+00:00,1,1,41.801497999999995,-87.763416,0.0,0.0,0.0,0,1,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
27,2007-06-05 00:00:00+00:00,0,1,41.906638,-87.701431,0.0,0.0,0.0,0,3,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
28,2007-06-05 00:00:00+00:00,1,1,41.9216,-87.666455,0.0,0.0,0.0,0,4,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
29,2007-06-05 00:00:00+00:00,0,1,41.891118,-87.65449100000001,0.0,0.0,0.0,0,1,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
30,2007-06-05 00:00:00+00:00,1,1,41.867108,-87.654224,0.0,0.0,0.0,0,4,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
31,2007-06-05 00:00:00+00:00,0,1,41.896282,-87.655232,0.0,0.0,0.0,0,2,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
32,2007-06-05 00:00:00+00:00,1,1,41.919343,-87.694259,0.0,0.0,0.0,0,2,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
33,2007-06-05 00:00:00+00:00,0,1,41.921965,-87.632085,0.0,0.0,0.0,0,3,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
34,2007-06-05 00:00:00+00:00,0,1,41.688324,-87.676709,0.0,0.0,0.0,0,4,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
35,2007-06-05 00:00:00+00:00,0,1,41.723195000000004,-87.64997,0.0,0.0,0.0,0,1,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
36,2007-06-05 00:00:00+00:00,1,1,41.868077,-87.666901,0.0,0.0,0.0,0,8,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
37,2007-06-05 00:00:00+00:00,1,1,41.869215999999994,-87.627561,0.0,0.0,0.0,0,1,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
38,2007-06-05 00:00:00+00:00,1,1,41.720848,-87.666014,0.0,0.0,0.0,0,2,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
39,2007-06-05 00:00:00+00:00,1,1,41.731922,-87.677512,0.0,0.0,0.0,0,3,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
40,2007-06-05 00:00:00+00:00,1,1,41.662014,-87.72460799999999,0.0,0.0,0.0,0,7,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
41,2007-06-05 00:00:00+00:00,1,1,41.961743,-87.76007,0.0,0.0,0.0,0,3,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
42,2007-06-05 00:00:00+00:00,1,1,41.953067,-87.776792,0.0,0.0,0.0,0,4,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
43,2007-06-05 00:00:00+00:00,1,1,41.999128999999996,-87.795585,0.0,0.0,0.0,0,11,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
44,2007-06-05 00:00:00+00:00,0,1,41.878114000000004,-87.629798,0.0,0.0,0.0,0,3,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
45,2007-06-05 00:00:00+00:00,1,1,41.958271,-87.702575,0.0,0.0,0.0,0,3,0,63.5,49.0,56.5,-9.0,47.5,51.5,8.5,0.0,14.933333333333334,0.0,29.785,7.85
